hostname,id,location,family,platformId,role,serialNumber,upTime,errorCode
PTT-TH-HO-B1-FL20-AP3802I-6,63e398ce-5324-432e-8ac0-31330b96edb0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV5,"69 days, 01:29:38.430",null
PTT-TH-HO-B1-FL20-AP3802I-7,78f82a29-5dac-48cf-a3aa-12eb92492838,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWC,"69 days, 01:29:11.640",null
PTT-TH-HO-B1-FL20-AP3802I-8,04ed25d9-04be-42e0-b5b8-922853e879cb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZR,"69 days, 01:24:52.210",null
PTT-TH-HO-B1-FL21-AP3802I-1,0f06e670-6f4e-4477-9e8a-fae1a1bb11e5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZP,"69 days, 01:28:45.600",null
PTT-TH-HO-B1-FL21-AP3802I-2,627b9bb5-e355-41ab-90a2-e4ce77e02e2d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC4,"69 days, 01:24:34.660",null
PTT-TH-HO-B1-FL21-AP3802I-3,41e4bfca-a5aa-4c2f-b83a-a044427ef76a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC02,"69 days, 01:25:49.290",null
PTT-TH-HO-B1-FL21-AP3802I-4,fa278e1f-c5fb-48e5-a6ba-f96d51278896,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC17,"69 days, 01:29:18.640",null
PTT-TH-HO-B1-FL21-AP3802I-5,17c043df-6d85-4192-98db-f7f3b1f56ba1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW1,"69 days, 01:21:30.540",null
PTT-TH-HO-B1-FL21-AP3802I-6,17951026-b5cf-4bed-971c-695f9a508299,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC81,"69 days, 01:20:46.280",null
PTT-TH-HO-B1-FL21-AP3802I-7,1653a2e2-85b2-4a35-a5ec-b4d7cd9a1928,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1F,"69 days, 01:29:45.440",null
PTT-TH-HO-B1-FL21-AP3802I-8,209f392b-b44f-4012-aa66-3a26eaa4d073,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1D,"69 days, 01:23:23.450",null
PTT-TH-HO-B1-FL21-AP3802I-9,a473060f-7bea-477f-82c3-aa37d70d41e6,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUU,"69 days, 01:26:32.110",null
PTT-TH-HO-B1-FL22-AP3802I-1,73a326c5-313e-45d3-acff-aaabf825005c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC99,"69 days, 01:23:01.670",null
PTT-TH-HO-B1-FL22-AP3802I-2,88efb3db-8ae8-469a-b05f-1ec954927014,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC98,"69 days, 01:24:21.670",null
PTT-TH-HO-B1-FL22-AP3802I-3,cdef49b8-c26d-4dd8-b676-8b8f6d744afd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7Q,"69 days, 01:27:44.470",null
PTT-TH-HO-B1-FL22-AP3802I-4,b9eb44a5-3c53-4ccf-9d12-744ef9da315e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWD,"69 days, 01:25:29.460",null
PTT-TH-HO-B1-FL22-AP3802I-5,51145087-562e-4615-aa3c-1be2adc9c9e0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC75,"69 days, 01:23:46.560",null
PTT-TH-HO-B1-FL22-AP3802I-6,c4c09bf8-6f02-4393-ad67-bdad92009caa,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXC,"69 days, 01:29:32.420",null
PTT-TH-HO-B1-FL22-AP3802I-7,f4e82395-ea4f-44e7-879b-ebc031f6839d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0S,"69 days, 01:21:14.520",null
PTT-TH-HO-B1-FL22-AP3802I-8,94df8ab6-1a7e-4808-8062-473c171eeeff,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUT,"69 days, 01:22:41.630",null
PTT-TH-HO-B1-FL22-AP3802I-9,d45a1bdc-76b6-4752-85c4-11753fcae6bb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8S,"69 days, 01:27:34.410",null
PTT-TH-HO-B1-FL23-AP3802I-1,87839552-1099-4398-9a4c-c4cc67ee0909,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW2,"68 days, 02:29:30.370",null
PTT-TH-HO-B1-FL23-AP3802I-2,9be4e323-f0ce-4cb5-9704-c6837db55408,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7P,"68 days, 02:30:54.390",null
PTT-TH-HO-B1-FL23-AP3802I-3,3fb436fb-d6c2-4ba1-89df-6c6ec4b8907f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXA,"68 days, 02:29:34.240",null
PTT-TH-HO-B1-FL23-AP3802I-4,6a802134-4259-45e4-bfe9-8131ca236bd9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDJ,"68 days, 02:30:55.650",null
PTT-TH-HO-B1-FL23-AP3802I-5,290289c0-cf0b-49ab-b86e-af95e6dc683c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWH,"68 days, 02:29:38.600",null
PTT-TH-HO-B1-FL23-AP3802I-6,78e39d12-fe2d-4269-ba11-9375e1696277,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVT,"68 days, 02:30:43.350",null
PTT-TH-HO-B1-FL23-AP3802I-7,a98661e0-a8c6-4b36-b4e1-29c329a3e027,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7L,"68 days, 02:29:45.390",null
PTT-TH-HO-B1-FL23-AP3802I-8,d98bca56-b2b2-4671-9570-bf9b21fe8813,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC6W,"68 days, 02:30:40.280",null
PTT-TH-HO-B1-FL24-AP3802I-1,26890946-9134-4d81-8eec-10549128ffc4,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEG,"68 days, 02:30:15.400",null
PTT-TH-HO-B1-FL24-AP3802I-2,5201d296-d847-465a-bba0-ab46bdebbc46,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCB,"222 days, 16:40:18.260",null
PTT-TH-HO-B1-FL24-AP3802I-3,da42c588-e1c8-4bda-8c0c-a298b815c84f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXY,"68 days, 02:29:59.630",null
PTT-TH-HO-B1-FL24-AP3802I-4,4257757a-9327-4ee7-83a3-2b5d288a4420,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZW,"148 days, 19:04:00.220",null
PTT-TH-HO-B1-FL24-AP3802I-5,0695ed62-e4fe-4b5d-9bec-2afb626b26a3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0U,"68 days, 02:29:48.350",null
PTT-TH-HO-B1-FL24-AP3802I-6,429b84af-e432-4830-b69a-92f659fe3c02,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBJ,"55 days, 23:16:44.670",null
PTT-TH-HO-B1-FL24-AP3802I-7,2544e5a7-0ff1-41cf-8078-1cb3b5b4d5a7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC77,"68 days, 02:30:03.470",null
PTT-TH-HO-B1-FL24-AP3802I-8,605e7e95-7084-4fc3-93ff-0f87cfa8c2f3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC76,"148 days, 19:03:30.560",null
PTT-TH-HO-B1-FL2-AP3802I-1,68ed9437-73e8-4879-ba2f-e52deb09ba92,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY0,"69 days, 01:28:32.580",null
PTT-TH-HO-B1-FL2-AP3802I-2,9a1aa5eb-8b08-4117-beda-6f18a18f7423,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY2,"69 days, 01:19:44.530",null
PTT-TH-HO-B1-FL3-AP3802I-1,bafc852d-550f-4169-b3e6-010c68ca9057,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZH,"69 days, 01:26:38.620",null
PTT-TH-HO-B1-FL3-AP3802I-2,5e8376f6-dbe6-417f-973c-7a85532fd243,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9C,"69 days, 01:28:11.390",null
PTT-TH-HO-B1-FL3-AP3802I-3,4249a910-b9ad-4161-9542-f524d95b844a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYN,"69 days, 01:53:31.450",null
PTT-TH-HO-B1-FL3-AP3802I-4,d690f19c-3236-4c72-8a11-3edd02902fba,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVQ,"69 days, 01:27:02.290",null
PTT-TH-HO-B1-FL3-AP3802I-5,b4b8c743-f50b-4637-838e-14f236f1e09e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW9,"69 days, 01:24:49.210",null
PTT-TH-HO-B1-FL3-AP3802I-6,a414a48e-daa7-4c45-b6fd-1564381069b1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0B,"69 days, 01:25:34.350",null
PTT-TH-HO-B1-FL3-AP3802I-7,cab1b2a4-8c51-42be-ac85-d795ce9d186f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWS,"69 days, 01:21:18.550",null
PTT-TH-HO-B1-FL3-AP3802I-8,d82e14f5-2a9f-4c74-b5f2-79c1a9937a1c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWK,"69 days, 01:28:38.590",null
PTT-TH-HO-B1-FL3-AP3802I-9,17bdaa34-f1ec-46a3-8eff-f13a2e0a71ae,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZV,"69 days, 01:24:18.220",null
PTT-TH-HO-B1-FL4-AP3802I-1,eae4daf5-5981-4e55-9a11-cf7bad20dd8a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBF,"69 days, 01:28:20.380",null
PTT-TH-HO-B1-FL4-AP3802I-2,3b1f5dd2-d555-45cd-9d0a-884b0b6d4c92,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZY,"69 days, 01:21:02.520",null
PTT-TH-HO-B1-FL4-AP3802I-3,f9b4b52a-c06f-417b-83ff-aac04f1dd0ea,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZ8,"69 days, 01:26:36.300",null
PTT-TH-HO-B1-FL4-AP3802I-4,d8d42a42-9e8d-4edf-b34e-6f76bd7b0ea9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC74,"69 days, 01:26:48.610",null
PTT-TH-HO-B1-FL4-AP3802I-5,8cc07cf3-9b80-4eee-834b-81127d55dc8f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBD,"69 days, 01:22:48.670",null
PTT-TH-HO-B1-FL4-AP3802I-6,d913c184-800e-4086-96a2-dc6b2555ee93,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7F,"69 days, 01:23:35.420",null
PTT-TH-HO-B1-FL4-AP3802I-7,53cf2712-965c-46d0-921a-6a1764bf322a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC01,"69 days, 01:24:13.220",null
PTT-TH-HO-B1-FL4-AP3802I-8,e4e84eff-5514-4e14-a436-daef2884f7b5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7A,"69 days, 01:28:01.480",null
PTT-TH-HO-B1-FL5-AP3802I-1,51cd62e4-7f36-407f-84d7-554182bdb2cd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBM,"69 days, 01:22:55.660",null
PTT-TH-HO-B1-FL5-AP3802I-2,8bf6e4b2-52da-4eab-ac49-f38ebf0e04fb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7M,"69 days, 01:24:09.680",null
PTT-TH-HO-B1-FL5-AP3802I-3,add35e9b-77eb-4a2e-96d9-b52016c1698d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAK,"69 days, 01:28:55.400",null
PTT-TH-HO-B1-FL5-AP3802I-4,f6c1da47-954f-4579-840f-163760fd9d8f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXK,"69 days, 01:25:12.490",null
PTT-TH-HO-B1-FL5-AP3802I-5,7a8bf1b2-4c8a-475f-9418-8d917d2fafc4,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABX5,"69 days, 01:23:32.420",null
PTT-TH-HO-B1-FL5-AP3802I-6,14a73f4d-44dc-43a8-b986-47839da71ec5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWM,"69 days, 01:26:55.290",null
PTT-TH-HO-B1-FL5-AP3802I-7,3d1fe821-287d-4051-9dcd-ebbe6401ea51,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWV,"69 days, 01:27:07.360",null
PTT-TH-HO-B1-FL5-AP3802I-8,620b6910-46cf-4dbc-9f66-c439b5ffbb51,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAL,"69 days, 01:28:08.390",null
PTT-TH-HO-B1-FL6-AP3802I-1,bd4b04ef-db61-4f9e-9ef8-10a4bae9b6fd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVD,"148 days, 19:31:13.290",null
PTT-TH-HO-B1-FL6-AP3802I-2,41d65be2-2139-4838-ad7f-96035c5ccc0d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUP,"148 days, 19:35:30.280",null
PTT-TH-HO-B1-FL6-AP3802I-3,8f128fda-c649-4e81-b0fd-65347447ea71,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV2,"148 days, 19:03:01.100",null
PTT-TH-HO-B1-FL6-AP3802I-4,9354031e-eef3-4e65-adfd-9b0ba8830741,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWJ,"202 days, 04:37:26.210",null
PTT-TH-HO-B1-FL6-AP3802I-5,d0fe1a28-c287-40e9-b7c7-ad70727bb958,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVE,"202 days, 04:37:25.460",null
PTT-TH-HO-B1-FL6-AP3802I-6,6e5c4441-22bf-4aa6-8362-ff0fe438e782,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV4,"202 days, 04:37:25.240",null
PTT-TH-HO-B1-FL6-AP3802I-7,7ccdbe33-3568-40bd-9fb1-8ebeadce9162,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUY,"30 days, 04:05:24.230",null
PTT-TH-HO-B1-FL6-AP3802I-8,92754968-6d04-4e84-b1b6-57d4a44fe034,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV9,"171 days, 22:42:28.200",null
PTT-TH-HO-B1-FL6-AP3802I-9,2c77d3e6-ba2c-4d38-b3f7-3d2fd3af33b1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEF,"173 days, 22:33:26.700",null
PTT-TH-HO-B1-FL7-AP3802I-1,7862b683-5cb4-42fd-bc2a-821da6fcda1b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1W,"64 days, 00:17:04.530",null
PTT-TH-HO-B1-FL7-AP3802I-2,ddd7e306-18bf-4763-a14c-eadd6d65631e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC18,"69 days, 02:03:09.440",null
PTT-TH-HO-B1-FL7-AP3802I-3,10e3e20f-1bfd-4bf8-ae68-e8d6872b4a20,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2Q,"69 days, 01:19:26.510",null
PTT-TH-HO-B1-FL7-AP3802I-4,0e6f378a-730c-4aed-813e-579c3f88e14a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7T,"69 days, 01:20:33.270",null
PTT-TH-HO-B1-FL7-AP3802I-5,9d421911-aed6-467b-bc6f-39524666c4a7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC8,"69 days, 01:28:53.390",null
PTT-TH-HO-B1-FL7-AP3802I-6,ce5c051e-4914-4284-9d9e-ea5c50ea3794,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1X,"27 days, 21:05:03.010",null
PTT-TH-HO-B1-FL7-AP3802I-7,55ec4e8d-b8ff-4b51-a293-f9eda1d58074,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8V,"69 days, 01:23:42.690",null
PTT-TH-HO-B1-FL7-AP3802I-8,e46a9fd8-718e-4fef-8e1c-7471e6292047,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZD,"69 days, 01:28:29.600",null
PTT-TH-HO-B1-FL8-AP3802I-1,2195bfaa-f45a-4666-a2bf-3a402fab9f2d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZB,"69 days, 01:17:45.210",null
PTT-TH-HO-B1-FL8-AP3802I-2,ac29f346-77d6-4904-9257-621273cb315b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABX3,"69 days, 01:24:05.110",null
PTT-TH-HO-B1-FL8-AP3802I-3,b7ae7803-e2d5-4b18-9373-7f0bcb1a98fb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWP,"69 days, 01:17:48.210",null
PTT-TH-HO-B1-FL8-AP3802I-4,97009810-b6b5-4310-844b-ea354f750107,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZ7,"69 days, 01:28:04.540",null
PTT-TH-HO-B1-FL8-AP3802I-5,2908e84b-190d-465a-869b-1883fa4eb98b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXS,"69 days, 01:21:24.530",null
PTT-TH-HO-B1-FL8-AP3802I-6,bf5ccae9-1a01-43cc-b30e-2de198f7424a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWN,"69 days, 01:26:40.620",null
PTT-TH-HO-B1-FL8-AP3802I-7,942a4617-c63b-44c8-b215-82cbf2066351,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC29,"107 days, 08:47:31.100",null
PTT-TH-HO-B1-FL9-AP3802I-1,32eb3765-374e-4491-a71f-1df41c675c11,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVS,"69 days, 01:29:02.590",null
PTT-TH-HO-B1-FL9-AP3802I-2,55427cbc-bfe8-4c7d-8733-d7c3977d2157,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUX,"69 days, 01:20:09.580",null
PTT-TH-HO-B1-FL9-AP3802I-3,807588de-626a-4b4a-a606-45f58bd8fcaa,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0C,"69 days, 01:27:54.520",null
PTT-TH-HO-B1-FL9-AP3802I-4,07282abb-ede0-4af7-8a3a-83f104299296,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYQ,"69 days, 01:26:39.300",null
PTT-TH-HO-B1-FL9-AP3802I-5,9af450e8-db17-4b53-a9f0-a63e7dd114be,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBH,"69 days, 01:51:10.260",null
PTT-TH-HO-B1-FL9-AP3802I-6,2c05b1e8-32b4-46b0-8288-7fcbbe9ee0ea,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXN,"69 days, 01:29:34.450",null
PTT-TH-HO-B1-FL9-AP3802I-7,fb7f9106-42c0-481e-92d9-fa9b50776e8e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2E,"69 days, 01:25:02.430",null
PTT-TH-HO-B1-FL9-AP3802I-8,6824e0e1-0d90-42ce-9ffc-9a25d2c1bf67,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXR,"69 days, 01:27:29.230",null
PTT-TH-HO-B1-FLB-AP3802I-1,e122935c-b77e-457d-bec0-10a5aa720a6c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYK,"52 days, 10:04:58.520",null
PTT-TH-HO-B1-FLB-AP3802I-2,f51afde5-f8ee-43ff-8beb-c2f4d104705b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8P,"52 days, 10:04:55.650",null
PTT-TH-HO-B1-FLB-AP3802I-3,cdf13852-5573-4b99-b5c2-899e59238f33,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXT,"52 days, 10:04:58.460",null
PTT-TH-HO-B1-FLB-AP3802I-4,b408fce1-9787-49cd-a1a3-ced14df2d751,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCC,"52 days, 10:04:54.660",null
PTT-TH-HO-B1-FLB-AP3802I-5,699ff8c3-dd0c-4b28-a15b-8dfe837ccf95,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZE,"52 days, 10:04:58.290",null
PTT-TH-HO-B1-FLB-AP3802I-6,85e9204d-37ba-46d0-aebb-12ebf88104ee,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEC,"52 days, 10:04:55.400",null
PTT-TH-HO-B2-FL1-AP3802-11,c8960add-bd14-4cab-b97c-d9250fdb43a8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1E,"8 days, 10:08:38.440",null
PTT-TH-HO-B2-FL1-AP3802-3,be4aa042-7d20-4112-993b-77cde284e52f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUD,"34 days, 01:02:20.230",null
PTT-TH-HO-B2-FL1-AP3802I-1,ad7b44c1-b383-449f-bf00-568c70922827,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWG,"4 days, 04:39:03.630",null
PTT-TH-HO-B2-FL1-AP3802I-10,6f883be1-4fc3-4eb4-879e-0d2d2af5c854,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACD3,"7 days, 00:58:41.250",null
PTT-TH-HO-B2-FL1-AP3802I-2,ae3656ec-9ee4-4a19-8ce3-c12178eaa81d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXB,"36 days, 11:20:17.980",null
PTT-TH-HO-B2-FL1-AP3802I-4,33389d40-2a38-4efd-9e0b-ce7a70f37cb1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY5,"34 days, 00:59:50.350",null
PTT-TH-HO-B2-FL1-AP3802I-5,f588b582-4f87-4577-8ada-e159e7d19acf,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDD,"34 days, 01:02:17.250",null
PTT-TH-HO-B2-FL1-AP3802I-6,3723bf13-f652-4567-b8d3-ab753e33d9de,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBG,"34 days, 00:59:50.380",null
PTT-TH-HO-B2-FL1-AP3802I-7,ea01c83c-4fd9-49ee-b516-1e11cebabac7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7C,"34 days, 00:59:50.370",null
